id,name,text,trans
0000000000000,佑芽,ペアでレポートを書く課題かぁ～～～。,
0000000000000,佑芽,うむむぅ……ちゃんと役に立てるか、\n自信ないよ～～広ちゃ～ん！！！,
0000000000000,広,だいじょうぶ。\nわたしと佑芽は、最強タッグ。,
0000000000000,広,ここの図書館は大きいから、\n必要な資料も、すべてそろうはず。,
0000000000000,広,問題は、なにもない。,
0000000000000,佑芽,広ちゃんが……\nすっごく頼もしく見える……！！,
0000000000000,佑芽,うん……うん！\nなんだかできる気がしてきた！,
0000000000000,佑芽,まずはレポートの参考になりそうな本、\nたっくさん集めてくるね！！！,
0000000000000,佑芽,あ！　あった！　広ちゃん、\nこっちにたくさんあったよ！,
0000000000000,広,佑芽、もうちょっと、静かに…………\n……………………あ、おこられてる。,
0000000000000,佑芽,すぅー、すぅー。,
0000000000000,広,エネルギー切れ、だね。,
0000000000000,広,佑芽ががんばってくれたから、\nレポート、かなり進んだ。,
0000000000000,広,おつかれさま、佑芽。,
0000000000000,佑芽,んんぅ～……いま、倒すぞぉ～、\nレポートぉ～～……！！,
0000000000000,佑芽,あれぇ……？　身体が、重い……！\nうぐぐ……ダメだぁ……！！,
0000000000000,佑芽,ごめんね……広ちゃん……\nレポート、倒しきれなかった……ぐぅ。,
0000000000000,広,ふふ。あとは、まかせて。,
0000000000000,広,区切りのいいところまで、\nわたしのほうで終わらせておく。,
0000000000000,広,<r\=こういうの>座学の課題</r>は、とくいだから。,
info,adv_csprt-3-0109_01.txt,,
译者,,,
