id,name,text,trans
0000000000000,広,プロデューサー。\n今日も眉間のシワがいかしてるね。,
0000000000000,{user},……ありがとうございます。\n広さんのおかげですよ。,
0000000000000,{user},今日は、我々の現状を踏まえた、\n非常に重要なミーティングを行います。\n茶化すのはなしでお願いしますね。,
0000000000000,広,うん。もちろん、そんなことはしない。\nだって……,
0000000000000,広,すごく面白いところだから、ね。,
0000000000000,{user},……同感です。,
0000000000000,広,ふふ、まずは現状の共有から。,
0000000000000,広,わたし、篠澤広は、現在……\n『とある事情』によって。,
0000000000000,広,アイドルとして、\n弱体化している真っ最中。,
0000000000000,{user},まったくもって由々しき事態です。,
0000000000000,広,わたしが弱体化している理由について、\nおさらいする？,
0000000000000,{user},（それは……篠澤広の『H.I.F』挑戦。\n<em\=>その内容</em>に深く関わるものだ）,
0000000000000,{user},（振り返っておくべきだろうか……？）,
select,,おさらいする,
select,,おさらいしない,
0000000000000,広,うん、わかった。,
0000000000000,広,わたしは、『H.I.F』で優勝して、\n『<r\=プリマステラ>一番星</r>』になった。,
0000000000000,広,だけど……あの日の篠澤広は、\n一夜限りの奇跡。,
0000000000000,広,同じことはもうできないし、やらない。,
0000000000000,広,奇跡のライブは封印した。\nあなたと約束したから。,
0000000000000,広,大幅な弱体化、だね。\nすぐにはどうにもならない。,
0000000000000,広,優勝祝賀パーティで……\n手毬と美鈴に心配されちゃった。,
0000000000000,広,そっか。わかった。,
0000000000000,広,と、いうわけで。\n絶賛、わたしたちは大ピンチ。,
0000000000000,広,1年間のアイドル活動。\nその終わりを前にして、,
0000000000000,広,みんなの期待が、かつてないほど\n高まっているというのに、,
0000000000000,広,突然弱体化しちゃった広ちゃんを、\nあなたはどうする？,
0000000000000,{user},弱体化後、根本的解決には\nいたらないまでも、,
0000000000000,{user},いくつかの施策を行い、\n何度かのライブをこなしてきましたね。\nその結果……,
0000000000000,広,なんとか……ぎりぎり……\n面目を保てている、と、思う。,
0000000000000,広,がんばった。,
0000000000000,{user},がんばりましたね……本当に……,
0000000000000,広,次はやばい。,
0000000000000,{user},やばいですね……本当に……段々と\nごまかしがきかなくなってきます。,
0000000000000,広,よぉし……前提は共有できた。\nじゃあ、どうしよう、か。,
0000000000000,{user},新曲を発表しましょう。\n篠澤広の新たな魅力をファンに\nアピールできるものをです。,
0000000000000,広,うん。,
0000000000000,広,わたしの……新しい魅力……,
0000000000000,広,存在する？,
0000000000000,{user},します！！,
0000000000000,広,……そうなんだ。,
0000000000000,{user},より正確にいうなら。\n篠澤広にはファンに伝えきれていない\n魅力がまだまだまだまだ隠されている。,
0000000000000,{user},それを教えてあげましょう、\nという企画なんです。,
0000000000000,広,……プロデューサーの熱意は\n伝わってきた。,
0000000000000,広,じゃあ……応えなくちゃ、ね。,
0000000000000,広,わたし、アイドルだから。,
info,adv_cidol-shro-3-022_01.txt,,
译者,,,
