id,name,text,trans
0000000000000,莉波,お父さん、お母さん、\n私、初星学園に通いたい！,
0000000000000,母,莉波、落ち着いて。\n……本気なの？,
0000000000000,莉波,……本気だよ。,
0000000000000,莉波,音楽の先生も、クラスで一番だって、\n授業で褒めてくれたし、\nカラオケでも、一番上手だって。,
0000000000000,父,……莉波。よく考えたのか？,
0000000000000,莉波,……うん。私、アイドルになりたい。,
0000000000000,父,……そうか。,
0000000000000,父,苦しくなったら、いつでも、\n家に戻ってきていいんだぞ。,
0000000000000,莉波,心配しないで。授業は、\n厳しいかもしれないけど――,
0000000000000,莉波,私の選んだ夢だから。,
0000000000000,咲季,みんなー、聴いてくれて、\nありがとうございました！,
0000000000000,咲季,1年1組の教室で、ライブとコント、\n軽食も楽しめるお店をやってます。,
0000000000000,一同,ぜひ遊びに来てください！,
0000000000000,莉波,（私がアイドルを目指したのは、\nみんなと比べると、すごく平凡な理由）,
0000000000000,莉波,（子供のころにテレビで見た、\n歌のお姉さんみたいに、\nみんなを笑顔にしたくて）,
0000000000000,莉波,（寂しかった子供のころの私を、\n笑顔にしてあげたくて――）,
0000000000000,莉波,（……でも、それは、\n私じゃなくても、きっと――）,
0000000000000,燕,ふっ、1年生もなかなかやるな。,
0000000000000,莉波,あ、燕ちゃん。お疲れさま。,
0000000000000,莉波,燕ちゃんのステージ、\nすごく盛り上がってたね。,
0000000000000,燕,ああ、ラストに控える星南を、\n喰ってやるつもりで歌ったからな。,
0000000000000,燕,最後の文化祭に相応しい、\n最高のライブを届けることができた。,
0000000000000,莉波,……うん、よかった。\nみんなで作り上げた文化祭――,
0000000000000,莉波,最高の思い出になったよ。,
0000000000000,莉波,この日のために、\n生徒会のみんなで頑張ってきて。,
0000000000000,莉波,大好きなアイドルたちが、\nみんなを笑顔にしてくれて――,
0000000000000,燕,姫崎……,
0000000000000,莉波,最後の文化祭が、こんなにも、\n楽しくて、素敵……な……,
0000000000000,燕,……――,
0000000000000,星南,みんな、盛り上がっているかしらー？,
0000000000000,星南,ライブは一旦休憩だけど――\nここでサプライズの\n特別企画を発表するわ！,
0000000000000,莉波,……星南会長？,
0000000000000,星南,なんとなんと、飛び入り大歓迎の、\n初星アイドルコンテストを開催します！,
0000000000000,星南,参加資格は――\n<em\=>アイドルであること</em>、以上！,
0000000000000,星南,自信のあるアイドルは、\nどんどん参加してちょうだい。,
0000000000000,莉波,え……ええええええっ！？,
0000000000000,莉波,そんなコンテスト、\n予定表にないよぉ！？,
0000000000000,燕,……まったく。会長の\n思い付きにも困ったものだな。,
0000000000000,莉波,え、ええっと、どうしよう！\n受付を手伝いにいかないと……,
0000000000000,燕,姫崎、参加してみたらどうだ？,
0000000000000,莉波,わ、私が……？,
0000000000000,燕,ああ。今日は100プロのスカウトも、\n会場に大勢来ている。,
0000000000000,燕,アイドル姫崎莉波を、\nアピールするチャンスだぞ。,
0000000000000,莉波,ええっ！？　だ、だめだよ、\n私、運営側だし、練習だって……,
0000000000000,燕,なにを言っている。姫崎は毎日、\nレッスンを続けてきただろう。,
0000000000000,燕,文化祭の仕事をこなしながら、\n後輩たちの面倒を見ながら、,
0000000000000,燕,お前の歌で、ダンスで、\nパフォーマンスで――,
0000000000000,燕,ファンを笑顔にするために。,
0000000000000,莉波,……燕ちゃん。,
0000000000000,燕,アイドルが、好きなんだろう？,
0000000000000,莉波,……うん。,
0000000000000,燕,なりたいんだろう？　アイドルに。,
0000000000000,莉波,――うん！,
0000000000000,燕,だったら、\nやることは決まっているはずだ！,
0000000000000,燕,姫崎、お前の魂に問う！\nお前は今、どうしたいんだ！？,
0000000000000,莉波,――――――――,
0000000000000,燕,……お前はちゃんと持っているよ。\nアイドルになる資格を。,
0000000000000,莉波,（――ありがとう、燕ちゃん）,
0000000000000,莉波,（アイドルが好きだよ。\nアイドルになりたいよ――）,
0000000000000,莉波,（この気持ちに、嘘なんてつけない。\nだって、私の体は――）,
0000000000000,莉波,（3年間、ずっと、\nアイドルであり続けてくれた）,
0000000000000,莉波,（どんなやり方だっていい）,
0000000000000,莉波,（壁を昇って、穴を空けて、\n抜け道を探して――）,
0000000000000,莉波,（――アイドルに、なるんだ）,
0000000000000,莉波,はぁっ、はぁっ、はぁっ――,
0000000000000,星南,……莉波。,
0000000000000,莉波,初星学園3年1組、姫崎莉波、\n一番手、行きます！,
0000000000000,燕,後夜祭のスペシャルライブは、\n毎年の風物詩だな。,
0000000000000,莉波,……うん。ペンライトの光が、\nまるで星空みたい。,
0000000000000,燕,……姫崎のライブ、よかったぞ。,
0000000000000,莉波,ありがとう、燕ちゃん。,
0000000000000,莉波,あのステージ、私のために\n作ってくれたんだよね。,
0000000000000,燕,……ただの星南の気まぐれだ。,
0000000000000,莉波,……――,
0000000000000,莉波,9月の試験、受けるよ。\n合格して、プロのアイドルになる。,
0000000000000,燕,……そうか。,
0000000000000,燕,ライバルが増えるな。\n星南にも、私にも。,
0000000000000,莉波,――うん。,
info,adv_event_028_main-05.txt,,
译者,,,
