id,name,text,trans
0000000000000,ことね,……ふたりで水族館とか、\nなんだかデートっぽいですネ♡,
0000000000000,{user},……ただの息抜きです。,
0000000000000,ことね,えへへ、\n分かってますってぇ～♪,
0000000000000,ことね,それでそれで！\nまずは何を見に行くんですかぁ～？,
select,,深海生物コーナー,
select,,カワウソコーナー,
select,,イルカショー,
0000000000000,ことね,深海生物……あ！\nダイオウグソクムシですよネ！,
0000000000000,{user},よく知っていますね。,
0000000000000,ことね,ちびどもが、なんかカッコイイって\n騒いでたんですよぉ～。,
0000000000000,ことね,よーし、今日はちゃんと見て、\nどんなのだったか教えてやろ～っと♪,
0000000000000,{user},たしか、そろそろ\n握手できる時間になるはずです。,
0000000000000,ことね,え、そんなことできちゃうんですか！？,
0000000000000,ことね,握手会までするなんて、\nなんだかアイドルみたいですねぇ。,
0000000000000,ことね,ファン側の気持ちになれるって、\n貴重な機会ですしぃ～、,
0000000000000,ことね,あたしもカワウソに\n可愛いファンサをもらっちゃうゾ～♡,
0000000000000,ことね,王道来ましたね！\n今行きましょう！　すぐ行きましょう！,
0000000000000,ことね,あ、でも、水跳ねますよネ？\n水浴びて風邪とかマズいし……,
0000000000000,{user},後ろの方の席を選べば、\n大丈夫でしょう。,
0000000000000,{user},それに、もしもの時は庇ってでも\n守りますから、楽しんでください。,
0000000000000,ことね,（……ホント、この人のこういうトコ\n　ずるいよなぁ～）,
info,adv_pevent_003_fktn_activity_022.txt,,
译者,,,
