id,name,text,trans
0000000000000,星南,プロデューサー！　\nさっそくミーティングの続きよ！,
0000000000000,星南,構わないわね！,
0000000000000,{user},場所をこちらにしたのは、\n生徒会メンバーへの配慮ですか？,
0000000000000,星南,万が一にも見られたくないわ。\nあの子たちに、不機嫌に声を荒げる\nところなんて……,
0000000000000,星南,あなたはずいぶん落ち着いているのね？,
0000000000000,十王社長,今後はプロデューサーごっこをやめて、\nアイドル活動に専念するように。,
0000000000000,星南,自分の担当アイドルに、\nあんなことを言われたというのに……,
0000000000000,{user},十王星南のプロデューサーが、\n<em\=>ああ言われる</em>であろうことを\n予想していなかったとでも？,
0000000000000,星南,まさか……あらかじめわかっていたの？,
0000000000000,{user},大事務所の社長として、\nトップアイドルのスケジュールからは、,
0000000000000,{user},『プロデュース業務』なんて\n外したいに決まっています。,
0000000000000,星南,うっ。,
0000000000000,{user},そんな暇があるならアイドル活動をして\nくれと、どこの社長でも言うでしょう。,
0000000000000,星南,ううっ……,
0000000000000,{user},先ほど社長にお渡しした資料にも、\n書いておきましたよ。,
0000000000000,{user},お考えはごもっともですが、\n今回ばかりはその価値があると。,
0000000000000,{user},すぐに証明してみせます――と。,
0000000000000,星南,私が切った啖呵と同じじゃない。,
0000000000000,{user},ですから、びっくりしました。\n相変わらず気が合いますね、後輩。,
0000000000000,星南,ぐぬぬぬ……あのやり取りは……\n茶番だったということかしら……？,
0000000000000,{user},そうではありません。結果的には、\n『答え合わせ』になりましたが。\nもし、一歩でも間違えていたら――,
0000000000000,十王社長,君は無能だな、プロデューサー。,
0000000000000,十王社長,即刻、星南の担当から降りるように。,
0000000000000,{user},――こうなっていたはずです。,
0000000000000,星南,フフ……間違いないわね。\nそう、あなたにとっては……,
0000000000000,星南,今日こそが、将来を左右する\n重要なオーディションだった。,
0000000000000,星南,合格おめでとう、先輩。\nさすがの結果だったわね。,
0000000000000,{user},いい褒め方です。実にやる気が出る。,
0000000000000,星南,あの子たちのために、\nたくさん練習したもの。,
0000000000000,星南,ほら、これも私の武器だと思わない？,
0000000000000,{user},確かに……ですが、十王社長の意見を\n変えるには、アイドルとしての\n大きな成果が必要です。,
0000000000000,星南,わかってる。……ねぇ、\nプロデューサー。思うのだけど。,
0000000000000,星南,『H.I.F』の価値を\n全世界に認めさせる。\n十王社長の意見を変えさせる。,
0000000000000,星南,私たちが抱えている複数の問題……\n同じ方法で解決できるのでは\nないかしら。,
0000000000000,星南,私たちの腹案、お互いに出し合って、\n答え合わせをしてみない？,
0000000000000,{user},もとよりそのつもりです。\nお先にどうぞ。,
0000000000000,星南,じゃあ遠慮なく。\n『H.I.F』に向けて、\n十王星南がやるべきことは3つ。,
0000000000000,星南,引き続き、担当アイドルたちを\nしっかりとプロデュースすること。,
0000000000000,星南,『<r\=セレクション>選抜試験</r>』に参加し、\n全校生徒の模範となること。,
0000000000000,星南,そして……,
0000000000000,星南,『学外』で『圧倒的な成果』を出して\n『H.I.F』の価値を\nさらに高めることよ！,
0000000000000,{user},満点の回答です。続きをどうぞ。\n具体的に『圧倒的な成果』とは？,
0000000000000,星南,六大オーディションに\n挑戦しましょう。,
