id,name,text,trans
0000000000000,__narration__,～H.I.F優勝ライブ直後～,
0000000000000,愁佳,う゛わぁ～～～～～～～～～～ん！！\n『H.I.F』よかったよぉ～～～！！,
0000000000000,愁佳,涙が止まらん……明日ライブなのに……\n結局最後まで観ちゃった……\nはぁっ……最高……,
0000000000000,おぼろ,なんて素敵な『<r\=プリマステラ>一番星</r>』……\n私たちも負けてはいられないのです。,
0000000000000,？？？,――静かに。,
0000000000000,愁佳,ひぃぃっ！？　芹菜先輩！？\nい、いいい、いつの間に\nご帰国されて！？,
0000000000000,芹菜,まだライブの余韻を味わっている\nファンがいるでしょう……？,
0000000000000,愁佳,イヤここ舞台袖～……\nあっ、なんでもないです……\n存分に余韻をご堪能ください……,
0000000000000,芹菜,愁佳、MCで私の悪口\n言ってたらしいね？,
0000000000000,愁佳,とんでもございません！！！！\n<r\=いにしえ>古</r>の『<r\=プリマステラ>一番星</r>』の悪口なんて！　\n決して……！,
0000000000000,おぼろ,いまのは悪口では？,
0000000000000,愁佳,敬意100パーセントです！！　\nホラ見て！　この可愛いお顔とお目々！,
0000000000000,愁佳,うひゃ！？　んも～、\nすぐ髪の毛クシャッってしてくる～！,
0000000000000,芹菜,……見て。,
0000000000000,芹菜,あの子が、最先端の『<r\=プリマステラ>一番星</r>』。,
0000000000000,おぼろ,<em\=>例の企画</em>、楽しみですね。,
0000000000000,芹菜,………………………………………………,
0000000000000,愁佳,――がんばったね、美鈴さん。,
0000000000000,愁佳,プロに来るのは、ゆっくりでいいよ。,
0000000000000,？？？,あれが……初星学園の『<r\=プリマステラ>一番星</r>』。,
0000000000000,？？？,早くお会いしたいです。,
0000000000000,？？？,これから、よろしくお願いします――,
0000000000000,？？？,{user}さん。,
info,adv_dear_hmsz_037-01.txt,,
译者,,,
