id,name,text,trans
0000000000000,星南,水槽を元気に泳ぐ魚たち……\n水族館は、本当に癒されるわね。,
0000000000000,{user},楽しんでいただけたようで、\nなによりです。,
0000000000000,星南,ねえプロデューサー。\n私、あそこに行ってみたいわ。,
select,,イルカショー\nですか？,
select,,クラゲエリア\nですか？,
select,,タッチプール\nですか？,
0000000000000,星南,ええ。ここのイルカは、\nとても可愛いと評判なの。,
0000000000000,{user},…………,
0000000000000,星南,その反応、私がイルカショーを\n楽しみにするのは意外かしら？,
0000000000000,{user},いえ、今の姿が可愛らしかったので、\n宣材にしたいな、と。,
0000000000000,星南,……褒めてくれるのは嬉しいけれど、\n今のはプライベート限定よ。,
0000000000000,星南,ええ。クラゲと照明による、\n光のイルミネーション……,
0000000000000,星南,ライブ演出の\n参考になりそうじゃない？,
0000000000000,{user},たしかに気になりますが……\n結局、仕事の話になっていますね。,
0000000000000,星南,いいのよ、これが楽しいんだもの。\nあなたもそうでしょう、先輩？,
0000000000000,{user},……理解のある後輩を持って幸せです。\nでは、早速行きましょうか。,
0000000000000,星南,ええ。\n色んな生物に触れられるのでしょう？,
0000000000000,星南,ナマコやヒトデがどんな感触なのか、\nちょっと気になるじゃない。,
0000000000000,星南,きっと、貴重な体験になるはず……\n早速行きましょう！,
0000000000000,{user},（この好奇心……星南さんの、\n　強さのひとつだろうな）,
info,adv_pevent_003_jsna_activity_022.txt,,
译者,,,
