id,name,text,trans
0000000000000,__narration__,『H.I.F<r\=セレクション>選抜試験</r>』全日程が\n終了した。そして――――,
0000000000000,ことね,選抜ならず……そんなぁ……,
0000000000000,ことね,ファンの皆さんを……\nがっかりさせちゃいましたね……,
0000000000000,ことね,ごめんなさい……プロデューサー。\nごめんなさい……星南先輩。,
0000000000000,ことね,――けど、まだ、泣きませんよ！,
0000000000000,ことね,だってこんなの……\n春頃のあたしと比べたら……,
0000000000000,ことね,へでもないですからッ！！！！,
0000000000000,ことね,ただ、普通に、悔しいだけ。,
0000000000000,ことね,これで人生終わったりしない……\nリトライが……許されているんです。,
0000000000000,ことね,じゃあ、やりゃあいいだけですよ！！！,
0000000000000,ことね,藤田ことね！！！　\nもう一度やり直しますっ！！！,
info,adv_pstory_003_fktn_selection-failure-01.txt,,
译者,,,
