id,name,text,trans
0000000000000,学園長,『Hatsuboshi IDOL FESTIVAL』\n優勝者は――,
0000000000000,学園長,十王星南！,
0000000000000,ことね,プロデューサー。,
0000000000000,ことね,星南先輩のライブ。素敵でしたね。,
0000000000000,ことね,さっすが……あたしのスター。,
0000000000000,ことね,今日は、最高のイベントでした。\n観客全員が笑顔で……\n幸せそうに帰っていきました。,
0000000000000,ことね,『<r\=プリマステラ>一番星</r>』は、\nまた新しい憧れを振りまいて……,
0000000000000,ことね,きっと未来のアイドルを生み出した。,
0000000000000,ことね,ちょっぴりだけ、さみしいです。,
0000000000000,ことね,あたしたちの宝物……\n憧れのひとから、受け継ぎたかったな。,
0000000000000,ことね,もう、それは二度と叶いませんけど――,
0000000000000,ことね,へこたれてる場合じゃねぇ！　\nだってあたしは、アイドルだから！,
0000000000000,ことね,可愛く笑って進みましょう♪,
info,adv_pstory_003_fktn_final-failure-01.txt,,
译者,,,
