id,name,text,trans
0000000000000,ことね,プロデューサー……\nさらなる成功体験を積む～って、,
0000000000000,ことね,具体的にどーするつもりなんですか？,
0000000000000,{user},そうですね……,
0000000000000,莉波,ことねちゃんと……,
0000000000000,麻央,ボクたちで……,
0000000000000,一同,合同レッスン！？,
0000000000000,{user},それだけではありません。\n『こんな企画』を考えています。\n――いかがでしょう？,
0000000000000,一同,………………………………………………,
0000000000000,莉波,素敵な企画ですね。――麻央。,
0000000000000,麻央,うん……ボクたちにとっても\n悪い話じゃない。――プロデューサー。,
0000000000000,一同,その提案、乗った。,
0000000000000,ことね,プロデューサー？,
0000000000000,{user},おっと、失礼しました。\n色々案はあるのですが、\nまずはこれを渡しておきます。,
0000000000000,ことね,はぁぁッ！？　こっ、これはぁ！？,
0000000000000,{user},現時点までの……\nアイドル活動の報酬を計算しました。,
0000000000000,ことね,うぉおおおおおおおおおおおおお！！！\nほぉおおおおおおおおおおおおお！！！,
0000000000000,{user},うわぁ！？,
0000000000000,ことね,げほえほっ！　ハァッ、ハァッ、\nハァッ……フー……フー……,
0000000000000,{user},水、飲みます？,
0000000000000,ことね,ア……ッス……ハァ～～～～～ッ……,
0000000000000,ことね,つ、つまり？　こっ、こっ、\nココに書いてある金額が……これから、\nあたしの通帳に……振り込まれる？？？,
0000000000000,{user},そういうことです。,
0000000000000,ことね,ファ～～～～～～～ぁ♡,
0000000000000,{user},藤田ことねは、お金を愛する\n現金なアイドルですから。,
0000000000000,{user},収入の『見える化』は、良い成功体験に\nなると思ったんです。,
0000000000000,ことね,あんまり褒められてない\n気がしますけどぉ～。,
0000000000000,ことね,さっすがプロデューサー、\nあたしのコトわかってますネ♪,
0000000000000,ことね,おカネぱわー、チャ～～～～～ジッ♪\nいまのあたしはもはや無敵ッ！,
0000000000000,ことね,ア～、数字を眺めているだけで\nシアワセ～～～……♡,
0000000000000,ことね,グフフフフフ……じゅる！　こりゃあ、\n笑いが止まりませんナァ～＄,
0000000000000,{user},（チャージしすぎたか……？）,
0000000000000,ことね,おカネおカネおカネ～♪　\nおカネ～が～増え～るゾぉ～♪,
0000000000000,ことね,おカネおカネおカネ～♪　\nおカネ～が～あつーまるぅ～♪,
0000000000000,清夏,ねぇねぇ手毬っち。\nアレなに？　大丈夫なやつ？,
0000000000000,手毬,浮かれすぎて知能が\n低下してるんだよ。,
0000000000000,手毬,かわいそうなやつ……\n元からバカだったのに。,
0000000000000,ことね,そこぉ！　聞こえてんぞ！！,
0000000000000,手毬,最近調子に乗りすぎじゃない？\nうっとうしいんだけど。,
0000000000000,ことね,あ、わかる～？　いまあたしぃ、\n人生ちょー楽しくてさぁ～。,
0000000000000,手毬,元劣等生のサルの分際で、意識低いね。\nもう<r\=セレクション>『選抜試験』</r>がはじまるのに。,
0000000000000,ことね,ひゃっひゃっひゃっひゃっひゃ！\nそんなちくちく言葉は効きまっせーん！,
0000000000000,ことね,ひかえおろーう。\nオマエの目の前にいるのは――,
0000000000000,ことね,暫定年収！　148万2600円の\nキュートアイドルさまゾ～♪,
0000000000000,手毬,ちっ……,
0000000000000,ことね,ハーッハッハッハ！\nあたしをぎゃふんと言わせたいならぁ、\n財布の中身で上回ることだナァ！,
0000000000000,清夏,ちなみにいくら入ってるの？,
0000000000000,ことね,ぐふふ、おどろくなよ……\n大金すぎて手が震えるぜ……,
0000000000000,ことね,2万300円……,
0000000000000,清夏,あ～……負けちゃった～。,
0000000000000,ことね,わはははは！　やはり！　\nいまのあたしに勝てるものなど！　\n初星学園には存在しないのだぁ！,
0000000000000,手毬,ハァ……仕方ないな……,
0000000000000,手毬,あ、千奈？　くだらない話で\n本当に申し訳ないんだけど……,
0000000000000,ことね,その御方は禁止だろ！？　\nこんなお遊びで……ッ……,
0000000000000,清夏,結果が超気になるんだけど、\nどうだったん？,
0000000000000,手毬,ことね、よく聴いて。,
0000000000000,ことね,ゴクッ……,
0000000000000,手毬,千奈は財布なんか持ってないってさ。,
0000000000000,ことね,ひぃっ！？,
0000000000000,手毬,テレビのギャラだけで\n■■■■円超えてるってさ。,
